experiment,algorithm,seed,independentVariable,submittedTasks,completedTasks,deadlineMetTasks,totalCost,dsr,act,cue,avgActiveVms,creditStarvationEvents,fallbackActiveVmSlots,runtimeMs
active_vm_count,BADP,10011,2000.0,3000,3000,3000,6.98266666666617,100.0,3.0933333333333333,81.92310691725805,3.0701388888888888,24.0,4323.0,0.00864808888888889
active_vm_count,BADP,10012,2000.0,3000,3000,3000,6.961919999999501,100.0,2.888,81.54164675903806,3.040277777777778,11.0,4333.0,0.039850597976080954
active_vm_count,BADP,10013,2000.0,3000,2996,2996,6.990559999999494,99.86666666666666,2.2907209612817088,79.79030144167758,3.0444444444444443,2.0,4360.0,0.007503386809269161
active_vm_count,BADP,10014,2000.0,3000,2999,2999,6.912693333332837,99.96666666666667,2.5421807269089696,79.87820791648542,3.0145833333333334,2.0,4307.0,0.009142587601078167
active_vm_count,BADP,10015,2000.0,3000,2999,2999,7.086933333332815,99.96666666666667,2.0480160053351115,79.69271290605795,3.0819444444444444,0.0,4425.0,0.005277463581833762
active_vm_count,BADP,10016,2000.0,3000,3000,3000,6.951786666666167,100.0,2.874,85.991611743559,3.04375,19.0,4318.0,0.036063305322128855
active_vm_count,BADP,10017,2000.0,3000,2997,2997,7.119199999999478,99.9,2.1254587921254586,79.73718791064388,3.098611111111111,4.0,4443.0,0.010551694915254237
active_vm_count,BADP,10018,2000.0,3000,2998,2998,7.035999999999487,99.93333333333334,2.0053368912608405,79.73718791064388,3.0625,2.0,4391.0,0.01241739879414298
active_vm_count,BADP,10019,2000.0,3000,2999,2999,6.817226666666178,99.96666666666667,2.217739246415472,79.70162351908732,2.9652777777777777,0.0,4256.0,0.013312104787714543
active_vm_count,BADP,10020,2000.0,3000,3000,3000,7.193226666666136,100.0,1.9646666666666666,79.70162351908732,3.1284722222222223,2.0,4491.0,0.0068114617940199336
active_vm_count,BADP,10021,2000.0,3000,2999,2999,7.013706666666159,99.96666666666667,2.2970990330110035,79.86068785372224,3.057638888888889,2.0,4371.0,0.011241970802919707
active_vm_count,BADP,10022,2000.0,3000,3000,3000,7.079733333332817,100.0,2.194,79.82555604012211,3.084722222222222,4.0,4414.0,0.013823661485319516
active_vm_count,BADP,10023,2000.0,3000,3000,3000,7.094933333332815,100.0,2.6193333333333335,82.86367660076719,3.0972222222222223,4.0,4417.0,0.006651872659176029
active_vm_count,BADP,10024,2000.0,3000,3000,3000,6.918559999999501,100.0,2.630333333333333,85.94529606251876,3.025,7.0,4302.0,0.013223170731707316
active_vm_count,BADP,10025,2000.0,3000,2998,2998,6.850293333332842,99.93333333333334,2.309873248832555,79.87820791648542,2.9875,5.0,4268.0,0.015007362534948743
active_vm_count,BADP,10026,2000.0,3000,2999,2999,6.963519999999495,99.96666666666667,2.1593864621540515,79.71052631578948,3.029166666666667,1.0,4347.0,0.009198995433789955
active_vm_count,BADP,10027,2000.0,3000,3000,3000,7.03898666666616,100.0,2.65,85.9283779717123,3.0756944444444443,10.0,4379.0,0.013006761565836298
active_vm_count,BADP,10028,2000.0,3000,2998,2998,7.053919999999486,99.93333333333334,2.313542361574383,79.84313725490196,3.075,3.0,4397.0,0.009917935258092737
active_vm_count,BADP,10029,2000.0,3000,3000,3000,6.880746666666175,100.0,2.4516666666666667,79.93928881179532,3.0034722222222223,3.0,4284.0,0.011045166959578207
active_vm_count,BADP_PLUS,10000,2000.0,3000,3000,3000,6.925599999999499,100.0,2.5816666666666666,86.58306132966842,3.013888888888889,0.0,4322.0,0.04663076923076923
active_vm_count,BADP_PLUS,10001,2000.0,3000,3000,3000,6.858186666666174,100.0,2.744666666666667,87.92652265380471,2.986111111111111,0.0,4279.0,0.06203451162790698
active_vm_count,BADP_PLUS,10002,2000.0,3000,3000,3000,7.063413333332817,100.0,2.4926666666666666,84.88695990153526,3.0729166666666665,0.0,4409.0,0.05926941923774954
active_vm_count,BADP_PLUS,10003,2000.0,3000,3000,3000,6.916639999999499,100.0,2.144,79.68379446640316,3.0076388888888888,0.0,4319.0,0.05936714413607879
active_vm_count,BADP_PLUS,10004,2000.0,3000,3000,3000,6.933173333332831,100.0,2.731333333333333,89.01696490820356,3.020138888888889,0.0,4325.0,0.09597726449275362
active_vm_count,BADP_PLUS,10005,2000.0,3000,3000,3000,6.819573333332844,100.0,2.8053333333333335,89.01696490820356,2.970138888888889,0.0,4254.0,0.04207535971223021
active_vm_count,BADP_PLUS,10006,2000.0,3000,2999,2999,6.907733333332834,99.96666666666667,2.6608869623207734,81.30343603807064,3.004166666666667,0.0,4313.0,0.03744756097560976
active_vm_count,BADP_PLUS,10007,2000.0,3000,2998,2998,7.0660533333328175,99.93333333333334,2.5783855903935957,86.19703358594049,3.075,0.0,4410.0,0.040852567693744166
active_vm_count,BADP_PLUS,10008,2000.0,3000,2999,2999,6.931093333332833,99.96666666666667,2.8966322107369122,87.29162156310889,3.0166666666666666,0.0,4325.0,0.06114438356164384
active_vm_count,BADP_PLUS,10009,2000.0,3000,2998,2998,6.977066666666161,99.93333333333334,2.885256837891928,89.48863636363635,3.0395833333333333,0.0,4352.0,0.04293175925925926
active_vm_count,BADP_PLUS,10010,2000.0,3000,3000,3000,6.851013333332842,100.0,3.0113333333333334,89.70891488853675,2.984027777777778,0.0,4273.0,0.06717116858237548
active_vm_count,BADP_PLUS,10011,2000.0,3000,3000,3000,7.00351999999949,100.0,2.5596666666666668,83.8602329450915,3.046527777777778,0.0,4372.0,0.0718575111111111
active_vm_count,BADP_PLUS,10012,2000.0,3000,3000,3000,6.955573333332831,100.0,2.883,89.01696490820356,3.0305555555555554,0.0,4339.0,0.08689484820607175
active_vm_count,BADP_PLUS,10013,2000.0,3000,2996,2996,6.982239999999493,99.86666666666666,2.294392523364486,79.68379446640316,3.036111111111111,0.0,4360.0,0.03745401069518717
active_vm_count,BADP_PLUS,10014,2000.0,3000,2999,2999,6.904879999999501,99.96666666666667,2.537179059686562,82.01790073230266,3.0034722222222223,0.0,4311.0,0.08343890386343217
active_vm_count,BADP_PLUS,10015,2000.0,3000,2999,2999,7.086239999999481,99.96666666666667,2.0446815605201736,79.68379446640316,3.08125,0.0,4425.0,0.04668783204798629
active_vm_count,BADP_PLUS,10016,2000.0,3000,3000,3000,6.948266666666163,100.0,2.834,89.48863636363635,3.027083333333333,0.0,4334.0,0.08435676937441644
active_vm_count,BADP_PLUS,10017,2000.0,3000,2997,2997,7.116639999999477,99.9,2.1287954621287954,79.68379446640316,3.0944444444444446,0.0,4444.0,0.06002822033898304
