experiment,algorithm,seed,independentVariable,submittedTasks,completedTasks,deadlineMetTasks,totalCost,dsr,act,cue,avgActiveVms,creditStarvationEvents,fallbackActiveVmSlots,runtimeMs
deadline_satisfaction,CDASCALER,10001,1.3,250,176,84,0.6761866666666817,33.6,41.09090909090909,99.78331669905972,9.604166666666666,2234.0,61.0,0.03592296296296296
deadline_satisfaction,CDASCALER,10002,1.3,250,187,130,0.7058133333333451,52.0,29.967914438502675,38.06123853211009,9.995833333333334,2317.0,0.0,0.01569202898550725
deadline_satisfaction,CEDULE,10000,1.3,250,230,230,0.6240000000000014,92.0,12.091304347826087,0.0,1.625,0.0,390.0,0.013116417910447762
deadline_satisfaction,CEDULE,10001,1.3,250,232,232,0.6976000000000036,92.8,12.75,0.0,1.8166666666666667,0.0,436.0,0.011147407407407406
deadline_satisfaction,CEDULE,10002,1.3,250,241,241,0.680000000000003,96.4,11.4149377593361,0.0,1.7708333333333333,0.0,425.0,0.00495
deadline_satisfaction,CEMA,10000,1.3,250,172,90,0.5871266666666767,36.0,40.145348837209305,99.77061988239056,8.775,2053.0,51.0,0.011942537313432837
deadline_satisfaction,CEMA,10001,1.3,250,171,80,0.6534133333333467,32.0,40.36257309941521,99.77759206340647,9.241666666666667,2148.0,68.0,0.014026666666666666
deadline_satisfaction,CEMA,10002,1.3,250,179,94,0.6311133333333456,37.6,39.960893854748605,99.77509098591933,8.975,2088.0,63.0,0.003717391304347826
deadline_satisfaction,EDF,10000,1.3,250,225,211,0.7485266666666733,84.4,5.657777777777778,93.56832263510823,4.7875,820.0,251.0,0.009079850746268657
deadline_satisfaction,EDF,10001,1.3,250,230,216,0.8604933333333442,86.4,7.143478260869565,99.74792997036268,5.8625,1049.0,292.0,0.0072829629629629624
deadline_satisfaction,EDF,10002,1.3,250,237,228,0.8257866666666765,91.2,5.919831223628692,99.74516587384939,5.325,927.0,278.0,0.014663043478260869
deadline_satisfaction,HPA,10000,1.3,250,176,99,0.6122666666666783,39.6,37.96590909090909,99.77571770334929,9.129166666666666,2121.0,49.0,0.007642537313432836
